state,county,median_age,unemployment,total_population,graduate_degree,at_least_bachelor_s_degree,at_least_high_school_diploma,less_than_high_school,median_earnings_2010_dollars,white,black,hispanic,asian,farming_fishing_and_forestry_occupations,construction_extraction_maintenance_and_repair_occupations,management_professional_and_related_occupations,production_transportation_and_material_moving_occupations,sales_and_office_occupations,service_occupations
Texas,Schleicher,35.9,0.044,3161,1.9,17.4,78.5,21.5,27714.30826,51.15,1,46.9,0.05,2.15,19.7,39.35,11.45,12.2,15.1
Texas,Scurry,37.6,0.043,16457,4,16.3,74.2,25.8,22949.08572,58.35,5.15,34.95,0.55,0.6,20.7,29.5,15.25,19.7,14.35
Texas,Shackelford,41,0.029,3231,8.7,27.6,86.8,13.2,26080.29302,86.45,0.45,11.45,0.2,3.6,18.05,33.1,10.4,18.2,16.65
Texas,Shelby,38.4,0.065,25903,3.6,13.5,75.4,24.6,22249.05556,65.25,17.7,15.75,0.25,4.35,15.7,25.7,20.85,20.75,12.65
Texas,Sherman,36.7,0.046,2969,3.5,19.1,74.4,25.6,25584.26095,60.8,0.35,37.95,0.15,16.65,5.4,32.25,14.65,14.6,16.45
Texas,Smith,35.9,0.07,203672,7.7,24.5,84.2,15.8,24453.08984,63.3,17.85,16.2,1,0.7,9.35,31.85,14.25,25.65,18.25
Texas,Somervell,39.2,0.06,8110,5.9,28.4,87.4,12.6,31191.17556,80,0.45,17.75,0.25,0,11.45,40.8,11.05,16.65,20.15
Texas,Starr,28.6,0.15,60952,2.8,9.8,47.9,52.1,14206.17873,2.5,0,97.15,0.15,2.1,13,23.6,11.15,23.1,27.05
Texas,Stephens,39.8,0.057,9552,3.4,12.2,82.2,17.8,20418.99556,76.15,2.6,19.55,0.7,1.8,16.75,22.95,15.2,26.65,16.7
Texas,Sterling,42,0.03,1128,4.9,22.7,77.5,22.5,31486.28381,65.65,0.55,32.15,0,6.2,17.6,34.15,13.75,12.25,16.05
Texas,Stonewall,46.1,0.039,1435,7.4,22.4,85.5,14.5,25039.60826,82.9,4.15,11.25,0.45,4.15,11.2,44.3,9,18.6,12.75
Texas,Sutton,36.7,0.032,4199,3.3,11.8,69.4,30.6,26603.79778,42.15,0.85,56.4,0.05,1,17.9,29.3,18.05,18.05,15.8
Texas,Swisher,35.8,0.057,7731,4.5,14.6,75.9,24.1,22358.18095,52.8,5.9,38.65,0.3,7.5,9.2,29.6,15.65,18.15,19.95
Texas,Tarrant,33.2,0.066,1756988,8.7,28.7,83.8,16.2,31082.31207,53.25,14.05,26,4.4,0.1,9.85,34.4,13.25,27.8,14.6
Texas,Taylor,32.7,0.053,129046,7.3,24.2,84.1,15.9,22991.28381,68,6.55,21.45,1.5,0.4,10.45,31.8,10.55,25.85,20.95
Texas,Terrell,45.4,0.063,897,3.6,20.7,80.4,19.6,24039.67238,49.85,0.3,47.8,1.45,6.35,11.65,36.5,9.25,19.55,16.65
Texas,Terry,35.5,0.066,12402,3.7,14.3,68.1,31.9,22093.27365,45.7,5,48.25,0.15,4.4,11.7,29.65,13.65,22.8,17.8
Texas,Throckmorton,47.9,0.045,1635,4.9,16.7,78.4,21.6,23957.95651,88.95,0.25,8.75,0.55,11.55,13.65,23.85,11.85,20.55,18.65
Texas,Titus,32.5,0.071,30722,3.9,13.7,72.9,27.1,21893.81746,50.4,9.5,38.25,0.7,1.6,11.2,21.75,28.4,21.15,15.85
Texas,Tom Green,34.3,0.053,108433,6,21.6,81.2,18.8,22356.23111,58.55,3.65,35,0.95,0.85,11.65,28.95,10.8,27.5,20.3
Texas,Travis,31.6,0.057,995513,15.9,43.5,86.3,13.7,30669.88762,51.35,8.15,32.95,5.45,0.1,10.05,43.45,6.7,23.85,15.9
Texas,Trinity,46.1,0.079,14295,4.1,11.2,80.9,19.1,23950.02064,80.65,10.55,7.3,0.4,4.25,10.4,22.2,15.2,21.05,26.85
Texas,Tyler,41.2,0.1,21053,4.7,12.2,82.9,17.1,24400.80159,81,12.1,4.9,0.3,2,14.55,29.85,18.1,17.25,18.1
Texas,Upshur,40.4,0.058,38472,4.6,15.1,83.4,16.6,26855.82826,82.75,9,5.8,0.45,1.15,16.35,26.3,15.8,24.65,15.8
Texas,Upton,38.8,0.034,3200,2.4,12.7,75.5,24.5,25094.86191,46.5,2.9,48.85,0,3.6,10.3,27.55,18.05,19.9,20.65
Texas,Uvalde,34.9,0.08,26514,5.3,16.1,69.9,30.1,20613.29492,29.9,0.45,68.3,0.45,4.35,12.15,25.2,14.1,25.7,18.4
Texas,Val Verde,32.1,0.076,48206,4.4,15.8,64,36,19635.56984,18.3,1.35,79.15,0.55,0.9,12.15,25.75,13.6,22.15,25.45
Texas,Van Zandt,41.8,0.064,52226,4.3,12.1,78.8,21.2,25599.57937,85.65,3.1,9.25,0.3,1.35,15.65,27.3,13.95,24.75,17
Texas,Victoria,36.4,0.054,86499,5.1,16.9,80.1,19.9,24862.89016,49.1,5.85,42.85,0.95,0.35,13.5,29.45,15.15,25.2,16.3
Texas,Walker,34.3,0.067,65894,5.5,17.1,80.3,19.7,19808.17651,58.8,22.65,16.15,0.95,1.05,7.7,30.25,12,24.45,24.45
Texas,Waller,32.3,0.07,39378,5,19.6,79.5,20.5,23777.53365,46.55,25,26.5,0.5,1.75,13.65,28.3,17.15,21.85,17.35
Texas,Ward,36.5,0.045,10477,2.8,10,70.4,29.6,26779.65873,46.35,4.05,47.1,0.2,0.2,20.15,22.85,14.55,21.25,21
Texas,Washington,40.8,0.051,32935,8.2,25.8,79.2,20.8,24511.14381,67.35,17.6,12.85,1.35,2.5,9.45,30.4,14.1,25.25,18.25
Texas,Webb,27.4,0.071,240669,4.4,16.7,62.7,37.3,19049.17461,3.95,0.2,95.1,0.45,0.3,9.7,25.05,13.25,30.1,21.6
Texas,Wharton,37.4,0.068,41099,3.8,15.4,75.1,24.9,23271.9273,48.5,13.85,36.35,0.4,3,15.45,28.05,16.25,20.9,16.3
Texas,Wheeler,40.3,0.036,5086,3.8,15.1,79.4,20.6,22253.25524,71.95,3.1,22.4,0.6,3.4,19.3,25.9,14.7,16.75,19.95
Texas,Wichita,34.1,0.063,129982,6.3,20,82.8,17.2,23025.68095,69.15,10.3,15.7,2.1,0.25,10.3,29.05,13.75,26.25,20.45
Texas,Wilbarger,36.6,0.046,13630,5.9,15.9,73.6,26.4,22438.66508,63.3,8.9,25.55,0.4,2.35,12.95,26.25,14.75,18.1,25.5
Texas,Willacy,31.6,0.14,21249,3.1,8.6,57.4,42.6,20599.98127,10.55,1.8,86.85,0.4,5.4,6.1,23,8.1,22.3,35.05
Texas,Williamson,34,0.059,397558,11.1,37.3,91.6,8.4,35581.02635,65.45,5.9,22,4.4,0.1,8,43.85,8.2,27.35,12.6
Texas,Wilson,39.2,0.059,40975,4.8,18.2,84.5,15.5,29663.81397,58.55,1.9,38,0.25,1,14.1,33.85,12.2,24.65,14.25
Texas,Winkler,34.7,0.047,6846,2.6,9.8,62.9,37.1,22458.97842,44.45,1.35,52.05,0.15,0.35,28.75,20.85,15.15,15.25,19.6
Texas,Wise,37.5,0.063,58371,4.5,15.6,81.5,18.5,29335.41778,80.65,1.15,15.85,0.4,1.15,14.75,26.2,18.1,24.8,14.95
Texas,Wood,46.5,0.072,42034,5.2,16.5,80.8,19.2,22122.8873,84.85,4.9,8.15,0.25,1.9,14.2,25.75,15.25,24.9,18.05
Texas,Yoakum,32.8,0.035,7666,3.4,15,71.4,28.6,25996.95207,41.95,1.05,56.25,0.15,7.95,25.5,25,12.85,16.95,11.8
Texas,Young,41.8,0.05,18125,2.4,13.6,76.5,23.5,25389.23111,81.2,1.2,15.3,0.55,0.85,14,22.45,20.85,25.65,16.25
Texas,Zapata,29,0.065,13789,2.9,9.6,56.7,43.3,14668.55746,8.55,0.2,90.75,0.1,1.15,20.15,26.45,12.35,16.2,23.8
Texas,Zavala,31,0.141,11648,2.5,7.7,57.7,42.3,14775.08857,7.85,0.15,91.85,0,5.45,12.15,17.6,11.45,21,32.3
Utah,Beaver,31.7,0.059,6384,2.1,10.4,90.3,9.7,20678.02921,88.75,0.1,9.65,0.55,9.25,8.2,26.55,13.95,24.15,17.8
Utah,Box Elder,30.2,0.069,48936,6.5,22.7,91.4,8.6,27160.69365,88.6,0.3,8,0.95,1.25,10.7,31.65,19.95,21.3,15.15
Utah,Cache,25.2,0.044,111001,12.2,35.1,92.4,7.6,18549.43524,86.25,0.55,9.35,1.9,0.85,7.85,33.95,15.7,25.35,16.35
Utah,Carbon,34.9,0.071,20469,4.2,14.2,85.7,14.3,22901.93492,84.9,0.7,11.85,0.45,0.5,17.45,27.1,16.1,23.8,15.1
Utah,Daggett,43,0.059,919,5.3,18.8,84.5,15.5,21005.20603,92.7,0.2,4.95,0.6,2.4,12.05,28.55,5.15,23.2,28.55
Utah,Davis,28.7,0.053,296490,10.1,33.8,95,5,30682.15683,86.5,1.1,7.85,1.65,0.1,8.8,38.45,10.85,28.45,13.25
Utah,Duchesne,30,0.041,17467,5.6,16,84.9,15.1,26301.83746,87.45,0.2,5.45,0.25,0.75,16.55,27.6,17.15,20.4,17.5
Utah,Emery,31.5,0.077,10692,3.8,13.2,90.4,9.6,26508.48699,91.45,0.1,6.25,0.4,0.6,24.95,26.85,12.9,20.8,13.9
Utah,Garfield,39.8,0.105,4830,5.1,19.6,91.9,8.1,24290.27207,92.15,0.15,3.1,1,1.4,11.3,37.9,10.45,15.8,23.15
Utah,Grand,40.5,0.088,9316,8.9,24.3,83.9,16.1,20127.38445,85.15,0.3,8.45,0.65,0.7,13.5,28.8,8.6,27.25,21.15
Utah,Iron,26.1,0.074,44457,7.5,28.2,91,9,17726.49238,87.7,0.3,6.9,0.85,1.25,10.1,30.05,12.3,26.9,19.4
Utah,Juab,29,0.069,9904,4.3,13.1,91.5,8.5,27074.68921,94.2,0.1,3.55,0.15,0.1,18.7,24.1,17.75,24.75,14.6
Utah,Kane,45.3,0.072,6786,5.5,23.7,89.5,10.5,23599.43016,93.4,0.1,3.45,0.2,0.9,15.15,29.6,9.6,24.45,20.3
Utah,Millard,33.7,0.049,12255,5.8,19.3,86.4,13.6,20897.56572,84.7,0.3,12.5,0.75,7.05,12,26.7,15.9,20.4,17.95
Utah,Morgan,31.6,0.053,8925,9,27.1,96.9,3.1,30428.94286,96.15,0.1,1.85,0.75,0.75,13.5,35.5,11.65,27.5,11
Utah,Piute,37.4,0.06,1536,5.4,16.2,88.7,11.3,19010.11683,91.95,0.7,5.95,0.2,5.7,10.05,34,14.9,16.15,19.3
Utah,Rich,40,0.045,2165,4.9,22.2,94.9,5.1,24178.23238,95.45,0,2.3,0.05,10,13.4,34.85,9.9,16.7,15.15
Utah,Salt Lake,30.4,0.055,1014977,10.3,30.1,88.9,11.1,28206.41429,75.15,1.35,16.3,3.15,0.1,9.65,34.4,12.05,29.6,14.15
Utah,San Juan,30,0.107,14587,6.4,17.2,81.8,18.2,23429.29651,41.2,0.05,4.85,0.3,1.25,17.5,28.45,10.65,20.6,21.5
Utah,Sanpete,28.3,0.075,26282,5.3,18.7,88.2,11.8,16904.53524,87.2,0.6,8.9,0.55,4.5,12.65,28.5,14.25,23.15,16.95
Utah,Sevier,31.9,0.064,20202,6.2,16.9,90,10,22315.20286,92.8,0.2,4.15,0.35,2.95,14.55,28.65,12.95,22.95,18.05
Utah,Summit,36,0.053,35984,19.1,50.8,93.7,6.3,36834.50953,85.3,0.35,11.6,1.65,0.25,8.7,42.2,8.05,22.65,18.1
Utah,Tooele,29.1,0.063,56345,4.5,18.6,91.8,8.2,34420.83461,84.35,0.85,10.9,0.65,0.3,11.5,30,14.85,28.3,15
Utah,Uintah,29,0.039,30801,4.9,14.7,84.5,15.5,29549.63588,83.3,0.2,6,0.45,0.85,20.7,24.7,14.65,25.3,13.85
Utah,Utah,24.3,0.055,510777,10.9,35.5,93.3,6.7,20084.41048,85.15,0.5,10,1.35,0.3,9.05,36.65,10.05,28.55,15.45
Utah,Wasatch,31.3,0.069,21924,11.2,31.1,91,9,28934.62826,86.5,0.3,11.05,0.6,0.3,12.55,35.05,10.25,25.85,16.05
Utah,Washington,31.8,0.07,134186,8,24,90.7,9.3,24076.21588,86.75,0.55,8.75,0.8,0.35,13.6,30.8,11.15,26.85,17.25
Utah,Wayne,38.1,0.12,2640,7.3,22.7,90,10,23737.83492,94.65,0.15,4,0.35,3.15,10.95,34.1,10.15,20.3,21.3
Utah,Weber,30.6,0.066,226608,6.6,22.5,89.1,10.9,26844.20318,78.9,1.3,16.05,1.3,0.35,11.15,30.3,16,26.45,15.7
Vermont,Addison,40.4,0.046,36740,13.8,32.6,89.8,10.2,26488.13365,94.85,0.7,1.65,1.2,2.95,11.5,38.75,11.05,19.75,16
Vermont,Bennington,44.3,0.059,36795,12.1,31.1,89.8,10.2,26065.98064,95.85,0.5,1.4,0.45,0.95,10.7,35.4,11.9,22.25,18.8
Vermont,Caledonia,41.9,0.064,30791,10.9,27.5,88.5,11.5,24210.72032,96.15,0.45,1.05,0.6,1.5,10.55,34.85,12.25,23.45,17.45
Vermont,Chittenden,36.2,0.04,153734,17.1,44.8,92.7,7.3,28208.6727,91.85,1.7,1.8,2.65,0.5,6.35,44.2,7.8,24.5,16.65
Vermont,Essex,45.8,0.072,6371,4.9,15.9,82.8,17.2,24255.16603,96.45,0.65,0.75,0.3,2.7,13.2,27.25,19.05,19.2,18.6
Vermont,Franklin,38.9,0.047,47803,7.5,21.2,87.8,12.2,30364.61937,95.05,0.5,1.05,0.5,2,11.55,32.7,15.1,22.15,16.55
Vermont,Grand Isle,44.5,0.059,7272,10.3,28.6,92.1,7.9,30421.66191,95.8,0.25,0.85,0.2,0.55,12.45,34.7,8.9,26.85,16.5
Vermont,Lamoille,39.2,0.056,24864,11.8,34.6,92.2,7.8,26071.28095,95.95,0.65,1.15,0.5,1,10.2,38.5,9.8,22.5,18.05
Vermont,Orange,42.9,0.049,28956,12.4,29.2,90.3,9.7,28212.66476,96.55,0.3,1.05,0.5,2.6,11.15,38.45,9.55,23.15,15.05
Vermont,Orleans,43.1,0.073,27248,7.2,19.9,85,15,23627.06857,96.05,0.55,1.1,0.4,3.3,12.25,29.6,15.9,21.7,17.3
Vermont,Rutland,43.3,0.06,62474,9,26.3,89.1,10.9,25595.57556,96.55,0.55,1.1,0.55,0.85,10.85,33,13.9,22.85,18.6
Vermont,Washington,41.4,0.048,59161,15.6,37.4,92.4,7.6,30114.46254,95.2,0.65,1.65,0.75,0.5,9.6,43.7,7.9,23.75,14.6
Vermont,Windham,44.1,0.05,44070,14.9,33.8,91.3,8.7,25638.54349,94.6,0.8,1.7,0.95,1.1,10.4,38.45,11.3,20.95,17.7
Vermont,Windsor,44.8,0.045,56795,14.5,32.8,91.6,8.4,28917.53905,95.8,0.45,1.2,0.9,1.25,9.35,39,10.15,22.8,17.5
Virginia,Accomack,43.9,0.069,35843,7.7,18,78.9,21.1,23767.95143,61.05,28.35,8.7,0.4,2.8,10.95,27.8,17.8,22.95,17.65
Virginia,Albemarle,37.6,0.048,95918,25.7,51.6,90.9,9.1,32584.70127,79.2,9.55,4.6,4.55,1.45,7.2,53.25,4.5,20.25,13.35
Virginia,Alexandria,35.7,0.046,141048,29.1,60.4,90.9,9.1,50505.50318,55.25,21.1,15,5.6,0.05,4.8,57.8,4.55,18.6,14.2
Virginia,Alleghany,44.7,0.074,16323,5.2,14.9,81.8,18.2,28712.18191,92.35,5.45,0.65,0.35,1.6,9.35,28.45,21.55,21.1,18
Virginia,Amelia,41.5,0.057,12635,4.4,13.1,78,22,29043.92064,73.45,22.5,2.6,0.25,2.6,20.45,25.3,14.65,23.45,13.55
Virginia,Amherst,41.1,0.069,32269,5.5,15.6,78.3,21.7,23969.29715,76.2,18.85,1.65,0.4,1.1,12.6,27.85,17.75,23.35,17.35
Virginia,Appomattox,43.3,0.072,14595,4.1,11.8,79.8,20.2,29467.79238,76.55,21.35,0.7,0.25,1.25,12.8,25,19.5,22.05,19.45
Virginia,Arlington,33.9,0.036,207016,36.7,70.1,92.5,7.5,55709.80127,64,8.1,15.9,8.9,0.1,4.4,66.25,2.95,14.85,11.5
Virginia,Augusta,42.3,0.055,72370,5.7,19.1,83.7,16.3,29060.27809,92.3,4.05,2,0.4,0.7,11.55,29.15,19.75,24.7,14.15
Virginia,Bath,47,0.052,4683,4.1,11.5,79.2,20.8,30448.45238,93.85,3.45,1.6,0.55,3.05,24.45,11.65,16.5,19.95,24.45
Virginia,Bedford,43.2,0.058,67296,8.5,24.2,85,15,31272.26571,90.25,5.9,1.4,0.9,0.35,12.15,33.6,15.6,25.65,12.55
Virginia,Bland,44.6,0.059,6808,4.4,12,83,17,26372.45905,95.2,2.95,0.45,1,1.65,8.75,24.05,24.15,26.05,15.4
Virginia,Botetourt,43.6,0.054,32689,6.8,22.9,89.2,10.8,32942.19206,93.4,3.9,1.05,0.55,0.75,10.6,33.95,15.05,27.6,12.1
Virginia,Bristol,41,0.08,17680,6.1,19.7,79.8,20.2,22374.37492,90.5,5.9,0.85,0.65,0.75,10.1,28.05,13.65,29.95,17.5
Virginia,Brunswick,40,0.106,17610,3.5,11.9,67.2,32.8,23925.71937,40.65,57.3,1.1,0.2,1.85,11.1,24,18.7,21.6,22.8
Virginia,Buchanan,42.6,0.078,23841,3.3,8.9,63.7,36.3,24275.71016,95.85,2.45,0.3,0.5,0.6,21.3,23.1,17.4,24.95,12.6
Virginia,Buckingham,43.4,0.078,16539,3.1,12.4,61.6,38.4,27452.28031,60.85,36.2,1.25,0.3,0.7,12.15,27.35,13.4,25.3,21.05
Virginia,Buena Vista,38.5,0.073,6467,6.8,16.5,72.8,27.2,23668.84603,90.65,5.4,1.5,0.2,2.2,8.8,26.55,24.25,21.35,16.85
Virginia,Campbell,40.4,0.06,53692,4.1,16.3,82.6,17.4,27726.42603,81.6,14.15,1.45,0.85,0.85,10.3,29.4,18.25,25.05,16.1
Virginia,Caroline,38.7,0.071,27731,4.5,15.5,81.8,18.2,31896.68666,64.25,28.7,3.45,0.5,0.75,16.75,30.05,12.3,23.45,16.65
Virginia,Carroll,44.7,0.084,29589,3.6,11.7,72.4,27.6,22859.07174,95.9,0.9,2,0.15,0.6,17.2,20.65,24.45,20.65,16.45
Virginia,Charles City,45.6,0.077,7201,4.6,10.9,74.8,25.2,30170.10127,42.35,46.85,1,0.35,1.65,15.35,20.4,22.65,24.25,15.7
Virginia,Charlotte,42.8,0.085,12404,4.7,15.1,71.6,28.4,23285.93016,66.25,31.25,1.15,0.1,1.35,14.95,26.15,22.8,16.6,18.05
Virginia,Charlottesville,27.7,0.059,42434,25,46.7,85.2,14.8,20527.82953,67.8,19.55,4.3,5.35,0.05,4.85,44.85,7.25,22.5,20.5
Virginia,Chesapeake,36.5,0.06,220817,10.4,27.9,89.3,10.7,35035.56857,61.6,29.35,3.7,2.55,0.15,10.55,39.05,10.3,26.3,13.6
Virginia,Chesterfield,36.9,0.057,307122,12.2,35.7,89.4,10.6,37550.66667,66.95,21.15,6.35,3.2,0.1,8.95,40.65,9.65,27.6,13.05
Virginia,Clarke,43.8,0.051,14196,11.9,29.2,87.5,12.5,37086.5727,88.25,5.65,3.5,0.75,1.95,13,37.9,9.25,22.05,15.85
Virginia,Colonial Heights,42.1,0.068,17559,6.6,20,88.1,11.9,31566.16984,80.75,10.55,3.5,3.2,0.15,10.85,31,10.85,27.9,19.15
Virginia,Covington,43.5,0.095,6066,3.9,10.4,80.9,19.1,24063.29968,82.2,13.2,1.4,0.7,0.4,11.75,18.6,20.55,28.85,19.85
Virginia,Craig,43.2,0.068,5122,5.2,13.6,83.4,16.6,27748.2273,98.3,0.05,0.6,0.1,0.9,7.85,26.4,23.45,25.3,16.15
Virginia,Culpeper,37.1,0.064,45806,8,21.6,82.6,17.4,33178.78603,72.5,15.55,8.1,1.35,0.75,13.75,34.2,10.15,24.2,17
Virginia,Cumberland,40.7,0.068,9794,4.1,12.5,72.5,27.5,25649.43238,62.35,33,1.95,0.15,0.85,21.55,21.75,9.9,26.7,19.25
Virginia,Danville,42.8,0.106,44016,6.1,16.2,75.8,24.2,21874.92826,48.75,46.7,2.55,0.85,0.15,8.7,26.55,20.1,22.6,21.9
Virginia,Dickenson,43.2,0.092,16001,3.5,8.6,64.2,35.8,23135.03111,97.9,0.7,0.45,0.05,0.65,20.8,20.4,14.75,23.2,20.2
Virginia,Dinwiddie,40.1,0.065,26894,3.1,13.1,77.1,22.9,32957.35365,63.8,32.2,2,0.5,0.95,12.8,27.35,16.15,25.45,17.25
Virginia,Emporia,39.5,0.116,5766,7.9,15.4,71.6,28.4,22765.0873,32.25,62.2,4,0.45,1.6,4.65,33.75,18.05,20.3,21.6
Virginia,Essex,44,0.077,10982,3.8,16.6,80.1,19.9,27763.25143,56.7,38.5,2.15,0.5,0.65,12.25,28.25,12.2,27.35,19.35
Virginia,Fairfax,37.3,0.042,1047238,27.4,58,91.9,8.1,50388.31556,56.5,8.95,14.8,16.7,0.1,6.15,56.3,4.4,20.15,12.9
Virginia,Falls Church,40.4,0.068,11782,40.6,71,95.7,4.3,56674.3508,74.3,4.55,9.2,9.3,0,3.2,63.85,2.45,19.25,11.25
Virginia,Fauquier,40.4,0.047,65766,11.9,30.8,89.7,10.3,39555.21238,82.25,8.15,5.85,1.45,1.25,11.45,42.2,7.1,24.3,13.8
Virginia,Floyd,43.6,0.062,15017,5.3,19.3,79.5,20.5,24633.11111,94.4,1.8,2.5,0.1,1.65,14.3,29.75,14.15,22,18.15
Virginia,Fluvanna,41.1,0.047,25426,8.8,25.8,85.5,14.5,33932.21651,79.1,16.4,2.45,0.55,0.35,11.25,35.65,7.85,27.4,17.45
Virginia,Franklin,43.3,0.059,53591,5.7,15.2,79.9,20.1,26766.36349,87.6,8.65,2.2,0.3,1.6,14.4,26.2,18.3,26.8,12.65
Virginia,Frederick,38.7,0.053,75212,8.7,23.1,83,17,32666.66794,87.1,3.9,6,1.25,0.75,11.55,33.4,14.7,25.3,14.35
Virginia,Fredericksburg,28.7,0.085,23300,13.4,31.9,86.6,13.4,25602.29016,64.15,21.3,9.2,2.45,0.25,8.35,38.85,9.85,19.6,23.1
Virginia,Galax,45.9,0.087,6924,4.1,12.7,73.5,26.5,23763.75238,81.65,6.1,10.9,0.25,0,13.45,32.4,17.25,16.2,20.65
Virginia,Giles,42.4,0.069,17239,6,16.1,80.3,19.7,27247.29302,96.2,1.5,0.95,0.15,0.65,10.75,29.05,20.95,22.5,16.2
Virginia,Gloucester,41.9,0.054,37543,6.3,19.2,85.3,14.7,31200.10826,85.35,9.25,2.45,0.85,1.05,15.4,31.4,12,24.2,15.95
Virginia,Goochland,44.1,0.049,21073,12.8,30.7,79.3,20.7,29587.02222,71.3,24.6,1.7,0.95,0.95,7.9,44.85,6.95,28.8,10.6
Virginia,Grayson,46,0.092,15794,2.1,10.3,73.4,26.6,21397.26127,94.2,2.55,2.6,0.05,2,10.45,24.55,28.05,19.95,15.1
Virginia,Greene,38.7,0.049,18146,7.3,20,79.5,20.5,30419.54762,86.9,7.05,3.45,0.8,0.2,12.75,29.8,9.3,26.95,21.05
Virginia,Greensville,40,0.093,12079,1.5,5.5,69.7,30.3,20747.05524,37.6,60.1,1.4,0.3,2.2,12.25,20.05,21,20,24.5
Virginia,Halifax,43.9,0.094,35850,6,13.2,72.9,27.1,25522.52953,60.25,36.65,1.65,0.35,0.8,10,27.7,21.95,23,16.5
Virginia,Hampton,35.4,0.078,141669,8.2,21.8,88.6,11.4,29461.4527,43.05,47.6,4.2,2.15,0.2,11.8,31.5,13.65,26.4,16.5
Virginia,Hanover,40.4,0.055,99232,10.9,33,91.2,8.8,38272.70413,85.75,9.4,1.85,1.25,0.4,9.8,42.15,7.65,27.3,12.65
Virginia,Harrisonburg,22.5,0.068,46448,14,33.3,77.5,22.5,9063.78,73.4,6.05,14.7,3.85,1.25,8.7,28.6,17.2,24.3,20
Virginia,Henrico,37.1,0.056,298053,14.2,38.9,89.1,10.9,34832.33746,59.55,27.9,4.3,5.85,0.1,7.3,41.6,8.8,28.05,14.2
Virginia,Henry,43.6,0.099,54815,3.8,10.9,72.3,27.7,22395.11905,70.6,21.95,5.65,0.45,0.4,9.3,23.3,28.25,23.85,14.95
Virginia,Highland,52.4,0.061,2360,7.8,21.4,73.7,26.3,28651.18794,98.2,0.15,0.65,0.1,6.35,20.3,25.05,12.3,25.25,10.8
Virginia,Hopewell,36.1,0.087,22762,3.7,10.9,76.1,23.9,26569.73842,54.35,37.25,5.4,0.75,0,12.75,21.3,16.35,27.15,22.45
Virginia,Isle of Wight,42.6,0.06,34987,9.2,25.1,86.2,13.8,33260.81905,71.1,24.7,1.8,0.6,0.2,12.75,34.85,13.25,22.95,16.05
Virginia,James City,44.3,0.051,63936,20.4,45,93.3,6.7,36726.82508,78.75,13.2,3.75,2.1,0,7.95,45.45,5.5,23.1,17.9
Virginia,King George,36,0.07,22935,10.3,30.5,90.2,9.8,39105.16064,74.85,17.4,3.25,1.05,0.55,10.35,44.75,8.95,21.05,14.35
Virginia,King William,39.1,0.063,15713,5.4,19.8,87,13,35919.03365,76.15,18.35,1.75,0.6,0.65,20.35,26.3,14.6,28.35,9.7
Virginia,King and Queen,42.5,0.068,6875,2.6,9.9,75.8,24.2,29271.21842,65.3,30.8,1.8,0.1,1.5,19.8,23.35,20.3,21.95,13.05
Virginia,Lancaster,53.4,0.082,11399,8.6,27.7,82.3,17.7,27168.66666,70.3,27.65,0.8,0.55,0.8,14.4,30.25,9.95,22.15,22.45
Virginia,Lee,40.7,0.083,25294,3.8,12,71.5,28.5,21698.15143,94.7,3.25,1.15,0.2,1.25,14.2,24.2,17.3,25.95,17.15
Virginia,Lexington,22.4,0.114,6975,23.7,44.4,81.3,18.7,5300.947937,82.2,7.4,4.95,2.6,0,1.95,43.65,6.5,26.05,21.75
Virginia,Loudoun,34.3,0.042,294888,21.6,57.2,93.5,6.5,54543.62603,64.9,7.25,11.25,13.45,0.15,5.2,55.8,5.05,22.55,11.25
Virginia,Louisa,42.3,0.064,32407,6,17.9,80.6,19.4,31250.91334,77.6,17.9,1.8,0.45,0.85,14.9,29.35,15.35,24.8,14.75
Virginia,Lunenburg,43,0.084,12911,3,10,71.5,28.5,24528.98095,59.3,35.7,3.35,0.1,1.9,10.75,21.15,19.85,26.75,19.65
Virginia,Lynchburg,31.6,0.076,73462,10.8,28.3,83.1,16.9,18501.01238,64.7,28.6,2.45,2.2,0.15,5.9,32.7,12.8,26.8,21.6
Virginia,Madison,43.3,0.047,13439,8.5,20.7,80.4,19.6,30954.29651,85.5,10.05,2.1,0.3,3.65,15,34.25,12,19.75,15.4
Virginia,Manassas Park,30.6,0.05,12953,9.5,21.9,78.5,21.5,36779.90191,46.55,11.6,31.45,7.6,0.1,18.4,31.8,9.7,20.45,19.45
Virginia,Manassas,32.1,0.063,36690,9.7,28.3,80.6,19.4,34042.72,51.2,12.15,29.3,4.5,0.1,15.6,33.1,8.5,25.25,17.6
Virginia,Martinsville,43.4,0.16,14240,6.8,20.4,78.3,21.7,21323.02318,50.45,43.15,4.3,0.85,0,4.8,25.75,21.3,28.7,19.45
Virginia,Mathews,48.9,0.054,8994,9.3,20.6,84.5,15.5,31953.00572,86.95,9.45,1.35,0.45,2.8,15.85,29.65,17.65,23.35,10.7
Virginia,Mecklenburg,45.1,0.098,32357,4.8,13.4,75.2,24.8,22376.19207,58.95,36.95,2.3,0.65,2.1,11.95,28.75,16.7,23.7,16.7
Virginia,Middlesex,50.4,0.063,10792,10.3,27.5,87.6,12.4,23250.38445,79,17.6,1.4,0.35,0.75,14.15,37.15,12.15,21.05,14.75
